origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
SDN,True,True,SDN,True,True,OOC,m,12-17,12,17,5,2021-01-01,2021-12-31
SDN,True,True,SDN,True,True,OOC,m,18-59,18,59,34,2021-01-01,2021-12-31
SDN,True,True,SDN,True,True,OOC,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SDN,True,True,OOC,m,all,None,None,73,2021-01-01,2021-12-31
SDN,True,True,SDN,True,True,OOC,all,all,None,None,163,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,18-59,18,59,8,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,m,all,None,None,8,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,ASY,all,all,None,None,8,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,18-59,18,59,5,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,m,all,None,None,5,2021-01-01,2021-12-31
SDN,True,True,SEN,False,False,REF,all,all,None,None,5,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,18-59,18,59,8,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,f,all,None,None,8,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SOM,True,True,ASY,all,all,None,None,8,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SRB,False,False,REF,all,all,None,None,5,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,18-59,18,59,5,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,f,all,None,None,5,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,18-59,18,59,14,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,m,all,None,None,14,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,ASY,all,all,None,None,19,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,0-4,0,4,27021,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,5-11,5,11,37603,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,12-17,12,17,28226,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,18-59,18,59,63235,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,60+,60,None,4002,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,f,all,None,None,160087,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,0-4,0,4,28375,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,5-11,5,11,39085,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,12-17,12,17,27839,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,18-59,18,59,48817,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,60+,60,None,3971,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,m,all,None,None,148087,2021-01-01,2021-12-31
SDN,True,True,SSD,True,True,REF,all,all,None,None,308174,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SVN,False,False,REF,all,all,None,None,6,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,f,all,None,None,31,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,m,all,None,None,58,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,ASY,all,all,None,None,89,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,SWE,False,False,REF,all,all,None,None,1091,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,5-11,5,11,12,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,12-17,12,17,11,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,18-59,18,59,10,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,f,all,None,None,33,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,5-11,5,11,5,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,12-17,12,17,8,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,18-59,18,59,31,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,60+,60,None,5,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,m,all,None,None,49,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,ASY,all,all,None,None,82,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,0-4,0,4,24,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,5-11,5,11,52,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,12-17,12,17,90,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,18-59,18,59,164,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,60+,60,None,5,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,f,all,None,None,335,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,0-4,0,4,30,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,5-11,5,11,58,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,12-17,12,17,58,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,18-59,18,59,174,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,60+,60,None,71,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,m,all,None,None,391,2021-01-01,2021-12-31
SDN,True,True,SYR,True,True,REF,all,all,None,None,726,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,0-4,0,4,107,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,5-11,5,11,243,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,12-17,12,17,121,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,18-59,18,59,430,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,60+,60,None,20,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,f,all,None,None,921,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,0-4,0,4,111,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,5-11,5,11,241,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,12-17,12,17,96,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,18-59,18,59,465,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,60+,60,None,33,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,m,all,None,None,946,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,ASY,all,all,None,None,1867,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,0-4,0,4,27806,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,5-11,5,11,41038,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,12-17,12,17,29211,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,18-59,18,59,99310,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,60+,60,None,9944,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,f,all,None,None,207309,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,0-4,0,4,28242,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,5-11,5,11,41446,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,12-17,12,17,28506,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,18-59,18,59,60634,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,60+,60,None,6267,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,m,all,None,None,165095,2021-01-01,2021-12-31
SDN,True,True,TCD,True,True,REF,all,all,None,None,375999,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,5-11,5,11,14,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,12-17,12,17,5,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,f,all,None,None,19,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,12-17,12,17,66,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,18-59,18,59,259,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,m,all,None,None,325,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,ASY,all,all,None,None,344,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,18-59,18,59,14,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,f,all,None,None,14,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,0-4,0,4,5,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,12-17,12,17,33,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,18-59,18,59,120,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,m,all,None,None,158,2021-01-01,2021-12-31
SDN,True,True,TUN,False,False,REF,all,all,None,None,172,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,18-59,18,59,6,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,f,all,None,None,6,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,TZA,False,True,ASY,all,all,None,None,6,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,0-4,0,4,33,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,5-11,5,11,38,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,12-17,12,17,16,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,18-59,18,59,112,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,f,all,None,None,199,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,0-4,0,4,24,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,5-11,5,11,34,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,12-17,12,17,28,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,18-59,18,59,342,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,60+,60,None,5,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,m,all,None,None,433,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,ASY,all,all,None,None,632,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,0-4,0,4,135,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,5-11,5,11,280,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,12-17,12,17,210,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,18-59,18,59,586,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,60+,60,None,26,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,f,all,None,None,1237,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,0-4,0,4,152,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,5-11,5,11,280,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,12-17,12,17,236,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,18-59,18,59,1057,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,60+,60,None,41,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,m,all,None,None,1766,2021-01-01,2021-12-31
SDN,True,True,UGA,False,True,REF,all,all,None,None,3003,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,f,all,None,None,7,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,m,all,None,None,18,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,ASY,all,all,None,None,25,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,f,all,None,None,5,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,m,all,None,None,22,2021-01-01,2021-12-31
SDN,True,True,UKR,True,True,REF,all,all,None,None,27,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,ASY,all,all,None,None,1254,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,f,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,5-11,5,11,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,12-17,12,17,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,18-59,18,59,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,60+,60,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,m,all,None,None,0,2021-01-01,2021-12-31
SDN,True,True,USA,False,False,REF,all,all,None,None,1375,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,5-11,5,11,14,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,12-17,12,17,29,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,18-59,18,59,173,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,60+,60,None,31,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,f,all,None,None,247,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,0-4,0,4,5,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,5-11,5,11,23,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,12-17,12,17,21,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,18-59,18,59,120,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,60+,60,None,97,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,m,all,None,None,266,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,ASY,all,all,None,None,513,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,REF,f,0-4,0,4,0,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,REF,f,5-11,5,11,5,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,REF,f,12-17,12,17,5,2021-01-01,2021-12-31
SDN,True,True,YEM,True,True,REF,f,18-59,18,59,35,2021-01-01,2021-12-31
