isoab,name,pg_id,month_id,main_mean,main_mean_ln,main_dich
#country+code,#country+name,#priogrid+id,#date+month+id,#fatalities+pred+num,#fatalities+pred+ln+num,#fatalities+pred+prob
SDN,Sudan,156662,550,0.064,0.0621,0.058
SDN,Sudan,156663,550,0.018,0.0178,0.0118
SDN,Sudan,156664,550,0.0164,0.0163,0.0111
SDN,Sudan,156665,550,0.0175,0.0173,0.0116
SDN,Sudan,156666,550,0.0103,0.0102,0.0089
SDN,Sudan,156667,550,0.0129,0.0128,0.0098
SDN,Sudan,156668,550,0.0146,0.0145,0.0104
SDN,Sudan,156669,550,0.0128,0.0127,0.0098
SDN,Sudan,156670,550,0.0102,0.0101,0.0089
SDN,Sudan,156671,550,0.0081,0.0081,0.0083
SDN,Sudan,156672,550,0.011,0.0109,0.0092
SDN,Sudan,156673,550,0.0227,0.0225,0.014
SDN,Sudan,156674,550,0.1266,0.1192,0.3393
SDN,Sudan,156675,550,0.0272,0.0269,0.0164
SDN,Sudan,156676,550,0.0098,0.0098,0.0088
SDN,Sudan,157369,550,0.0074,0.0074,0.008
SDN,Sudan,157370,550,0.008,0.0079,0.0082
SDN,Sudan,157371,550,0.0075,0.0075,0.0081
SDN,Sudan,157372,550,0.0074,0.0074,0.008
SDN,Sudan,157373,550,0.0076,0.0076,0.0081
SDN,Sudan,157374,550,0.0078,0.0078,0.0082
SDN,Sudan,157375,550,0.0072,0.0072,0.008
SDN,Sudan,157376,550,0.0068,0.0068,0.0079
SDN,Sudan,157377,550,0.0063,0.0062,0.0077
SDN,Sudan,157378,550,0.0084,0.0083,0.0083
SDN,Sudan,157379,550,0.0089,0.0089,0.0085
SDN,Sudan,157380,550,0.0116,0.0115,0.0094
SDN,Sudan,157381,550,0.0118,0.0117,0.0094
SDN,Sudan,157382,550,0.0146,0.0145,0.0104
SDN,Sudan,157383,550,0.0135,0.0134,0.01
SDN,Sudan,157384,550,0.014,0.0139,0.0102
SDN,Sudan,157385,550,0.0086,0.0086,0.0084
SDN,Sudan,157386,550,0.0075,0.0075,0.0081
SDN,Sudan,157387,550,0.0083,0.0082,0.0083
SDN,Sudan,157388,550,0.0097,0.0096,0.0087
SDN,Sudan,157389,550,0.0099,0.0099,0.0088
SDN,Sudan,157390,550,0.0062,0.0062,0.0077
SDN,Sudan,157391,550,0.0084,0.0084,0.0083
SDN,Sudan,157392,550,0.0095,0.0094,0.0087
SDN,Sudan,157393,550,0.0123,0.0123,0.0096
SDN,Sudan,157394,550,0.0262,0.0258,0.0158
SDN,Sudan,157395,550,0.0143,0.0142,0.0103
SDN,Sudan,158089,550,0.0081,0.0081,0.0083
SDN,Sudan,158090,550,0.0068,0.0067,0.0079
SDN,Sudan,158091,550,0.0079,0.0078,0.0082
SDN,Sudan,158092,550,0.0078,0.0077,0.0081
SDN,Sudan,158093,550,0.0077,0.0077,0.0081
SDN,Sudan,158094,550,0.0077,0.0077,0.0081
SDN,Sudan,158095,550,0.0064,0.0063,0.0077
SDN,Sudan,158096,550,0.0058,0.0058,0.0076
SDN,Sudan,158097,550,0.0059,0.0059,0.0076
SDN,Sudan,158098,550,0.0058,0.0058,0.0076
SDN,Sudan,158099,550,0.0074,0.0074,0.008
SDN,Sudan,158100,550,0.0077,0.0077,0.0081
SDN,Sudan,158101,550,0.0134,0.0133,0.01
SDN,Sudan,158102,550,0.0102,0.0102,0.0089
SDN,Sudan,158103,550,0.0113,0.0113,0.0093
SDN,Sudan,158104,550,0.0074,0.0073,0.008
SDN,Sudan,158105,550,0.0065,0.0065,0.0078
SDN,Sudan,158106,550,0.0069,0.0069,0.0079
SDN,Sudan,158107,550,0.0072,0.0072,0.008
SDN,Sudan,158108,550,0.007,0.0069,0.0079
SDN,Sudan,158109,550,0.0061,0.0061,0.0077
SDN,Sudan,158110,550,0.0056,0.0056,0.0075
SDN,Sudan,158111,550,0.0055,0.0055,0.0075
SDN,Sudan,158112,550,0.0054,0.0054,0.0075
SDN,Sudan,158113,550,0.009,0.009,0.0085
SDN,Sudan,158114,550,0.0095,0.0094,0.0087
SDN,Sudan,158115,550,0.0092,0.0092,0.0086
SDN,Sudan,158811,550,0.01,0.01,0.0088
SDN,Sudan,158812,550,0.0098,0.0098,0.0088
SDN,Sudan,158813,550,0.0069,0.0068,0.0079
SDN,Sudan,158814,550,0.0069,0.0069,0.0079
SDN,Sudan,158815,550,0.0058,0.0058,0.0076
SDN,Sudan,158816,550,0.0052,0.0052,0.0074
SDN,Sudan,158817,550,0.0063,0.0063,0.0077
SDN,Sudan,158818,550,0.0052,0.0051,0.0074
SDN,Sudan,158819,550,0.0062,0.0062,0.0077
SDN,Sudan,158820,550,0.007,0.007,0.0079
SDN,Sudan,158821,550,0.0086,0.0085,0.0084
SDN,Sudan,158822,550,0.0062,0.0062,0.0077
SDN,Sudan,158823,550,0.0068,0.0068,0.0079
SDN,Sudan,158824,550,0.0064,0.0063,0.0077
SDN,Sudan,158825,550,0.0062,0.0061,0.0077
SDN,Sudan,158826,550,0.0057,0.0057,0.0075
SDN,Sudan,158827,550,0.0056,0.0056,0.0075
SDN,Sudan,158828,550,0.0056,0.0056,0.0075
SDN,Sudan,158829,550,0.0052,0.0051,0.0074
SDN,Sudan,158830,550,0.0047,0.0047,0.0073
SDN,Sudan,158831,550,0.0052,0.0051,0.0074
SDN,Sudan,158832,550,0.0048,0.0048,0.0073
SDN,Sudan,158833,550,0.0061,0.0061,0.0077
SDN,Sudan,158834,550,0.0062,0.0062,0.0077
SDN,Sudan,158835,550,0.0056,0.0056,0.0075
SDN,Sudan,159531,550,0.0147,0.0146,0.0105
SDN,Sudan,159532,550,0.0131,0.013,0.0099
SDN,Sudan,159533,550,0.0087,0.0086,0.0084
SDN,Sudan,159534,550,0.0067,0.0066,0.0078
SDN,Sudan,159535,550,0.0066,0.0066,0.0078
SDN,Sudan,159536,550,0.0055,0.0055,0.0075
SDN,Sudan,159537,550,0.0053,0.0053,0.0074
SDN,Sudan,159538,550,0.0058,0.0058,0.0076
SDN,Sudan,159539,550,0.0048,0.0048,0.0073
SDN,Sudan,159540,550,0.0047,0.0047,0.0073
SDN,Sudan,159541,550,0.0068,0.0068,0.0079
SDN,Sudan,159542,550,0.0076,0.0076,0.0081
SDN,Sudan,159543,550,0.007,0.007,0.0079
SDN,Sudan,159544,550,0.0063,0.0062,0.0077
SDN,Sudan,159545,550,0.006,0.006,0.0076
SDN,Sudan,159546,550,0.0055,0.0054,0.0075
SDN,Sudan,159547,550,0.0054,0.0054,0.0075
SDN,Sudan,159548,550,0.0048,0.0048,0.0073
SDN,Sudan,159549,550,0.0042,0.0042,0.0072
SDN,Sudan,159550,550,0.0043,0.0043,0.0072
SDN,Sudan,159551,550,0.0048,0.0048,0.0073
SDN,Sudan,159552,550,0.0046,0.0046,0.0073
SDN,Sudan,159553,550,0.0051,0.005,0.0074
SDN,Sudan,159554,550,0.0051,0.005,0.0074
SDN,Sudan,159555,550,0.005,0.005,0.0074
SDN,Sudan,160251,550,0.0321,0.0316,0.0195
SDN,Sudan,160252,550,0.0164,0.0163,0.0112
SDN,Sudan,160253,550,0.0114,0.0113,0.0093
SDN,Sudan,160254,550,0.0079,0.0079,0.0082
SDN,Sudan,160255,550,0.0071,0.007,0.0079
SDN,Sudan,160256,550,0.006,0.006,0.0076
SDN,Sudan,160257,550,0.0051,0.0051,0.0074
SDN,Sudan,160258,550,0.0053,0.0053,0.0075
SDN,Sudan,160259,550,0.0047,0.0047,0.0073
SDN,Sudan,160260,550,0.0043,0.0043,0.0072
SDN,Sudan,160261,550,0.0041,0.0041,0.0071
SDN,Sudan,160262,550,0.0044,0.0044,0.0072
SDN,Sudan,160263,550,0.0058,0.0058,0.0076
SDN,Sudan,160264,550,0.0056,0.0056,0.0075
SDN,Sudan,160265,550,0.0054,0.0053,0.0075
SDN,Sudan,160266,550,0.0054,0.0054,0.0075
SDN,Sudan,160267,550,0.0055,0.0055,0.0075
SDN,Sudan,160268,550,0.0051,0.005,0.0074
SDN,Sudan,160269,550,0.0051,0.0051,0.0074
SDN,Sudan,160270,550,0.0045,0.0045,0.0072
SDN,Sudan,160271,550,0.0045,0.0045,0.0072
SDN,Sudan,160272,550,0.0042,0.0042,0.0071
SDN,Sudan,160273,550,0.0044,0.0044,0.0072
SDN,Sudan,160274,550,0.0045,0.0045,0.0072
SDN,Sudan,160275,550,0.0045,0.0045,0.0072
SDN,Sudan,160971,550,0.3718,0.3161,0.9987
SDN,Sudan,160972,550,0.0293,0.0289,0.0177
SDN,Sudan,160973,550,0.0129,0.0128,0.0098
SDN,Sudan,160974,550,0.0094,0.0094,0.0087
SDN,Sudan,160975,550,0.0071,0.007,0.0079
SDN,Sudan,160976,550,0.0072,0.0072,0.008
SDN,Sudan,160977,550,0.0054,0.0053,0.0075
SDN,Sudan,160978,550,0.0055,0.0055,0.0075
SDN,Sudan,160979,550,0.0045,0.0045,0.0072
SDN,Sudan,160980,550,0.0042,0.0042,0.0071
SDN,Sudan,160981,550,0.0042,0.0042,0.0072
SDN,Sudan,160982,550,0.0042,0.0041,0.0071
SDN,Sudan,160983,550,0.0043,0.0042,0.0072
SDN,Sudan,160984,550,0.0043,0.0043,0.0072
SDN,Sudan,160985,550,0.0055,0.0055,0.0075
SDN,Sudan,160986,550,0.0053,0.0053,0.0074
SDN,Sudan,160987,550,0.0054,0.0054,0.0075
SDN,Sudan,160988,550,0.005,0.005,0.0074
SDN,Sudan,160989,550,0.005,0.005,0.0074
SDN,Sudan,160990,550,0.005,0.005,0.0074
SDN,Sudan,160991,550,0.0041,0.0041,0.0071
SDN,Sudan,160992,550,0.004,0.004,0.0071
SDN,Sudan,160993,550,0.004,0.004,0.0071
SDN,Sudan,160994,550,0.0041,0.0041,0.0071
SDN,Sudan,142248,551,0.0721,0.0697,0.0804
SDN,Sudan,142249,551,0.039,0.0382,0.026
SDN,Sudan,142968,551,0.0473,0.0462,0.0349
SDN,Sudan,142969,551,0.0278,0.0275,0.0175
SDN,Sudan,143688,551,0.094,0.0899,0.1579
SDN,Sudan,143689,551,0.0531,0.0517,0.0425
SDN,Sudan,143690,551,0.0211,0.0209,0.0137
SDN,Sudan,143694,551,0.0275,0.0271,0.0173
SDN,Sudan,143695,551,0.0548,0.0534,0.0452
SDN,Sudan,143696,551,0.0874,0.0838,0.1299
SDN,Sudan,143697,551,0.1193,0.1127,0.3073
SDN,Sudan,143698,551,0.2018,0.1838,0.8664
SDN,Sudan,143699,551,1.7314,1.0048,1.0
SDN,Sudan,143703,551,0.081,0.0779,0.1067
SDN,Sudan,144408,551,0.2672,0.2368,0.9795
SDN,Sudan,144409,551,0.067,0.0649,0.0681
SDN,Sudan,144410,551,0.0359,0.0353,0.0233
SDN,Sudan,144413,551,0.0424,0.0415,0.0294
SDN,Sudan,144414,551,0.0624,0.0606,0.0584
SDN,Sudan,144415,551,0.1019,0.0971,0.1975
SDN,Sudan,144416,551,0.7964,0.5858,1.0
SDN,Sudan,144417,551,0.1022,0.0973,0.199
SDN,Sudan,144418,551,0.107,0.1017,0.2264
SDN,Sudan,144419,551,0.2858,0.2514,0.9881
SDN,Sudan,144420,551,0.0858,0.0824,0.1237
SDN,Sudan,144421,551,0.0806,0.0775,0.1053
SDN,Sudan,144422,551,0.067,0.0648,0.068
SDN,Sudan,144423,551,0.0475,0.0464,0.0351
SDN,Sudan,144424,551,0.045,0.044,0.0321
SDN,Sudan,144429,551,0.1347,0.1263,0.4259
SDN,Sudan,145127,551,0.2877,0.2529,0.9887
SDN,Sudan,145128,551,0.7811,0.5772,1.0
SDN,Sudan,145129,551,0.1107,0.105,0.2489
SDN,Sudan,145130,551,0.0622,0.0604,0.058
SDN,Sudan,145131,551,0.0815,0.0783,0.1082
SDN,Sudan,145132,551,0.0757,0.073,0.0903
SDN,Sudan,145133,551,0.0954,0.0911,0.1642
SDN,Sudan,145134,551,0.1798,0.1654,0.7639
SDN,Sudan,145135,551,0.1199,0.1132,0.3115
SDN,Sudan,145136,551,0.3108,0.2706,0.9942
SDN,Sudan,145137,551,0.1565,0.1454,0.6037
SDN,Sudan,145138,551,0.1088,0.1033,0.2375
SDN,Sudan,145139,551,0.8695,0.6257,1.0
SDN,Sudan,145140,551,0.2958,0.2591,0.9911
SDN,Sudan,145141,551,0.6052,0.4733,1.0
SDN,Sudan,145142,551,0.1675,0.1549,0.6852
SDN,Sudan,145143,551,0.0595,0.0578,0.0529
SDN,Sudan,145144,551,0.037,0.0363,0.0243
SDN,Sudan,145148,551,0.0619,0.06,0.0573
SDN,Sudan,145149,551,0.1812,0.1666,0.7719
SDN,Sudan,145847,551,0.1778,0.1637,0.7522
SDN,Sudan,145848,551,0.1266,0.1192,0.3617
SDN,Sudan,145849,551,0.089,0.0852,0.136
SDN,Sudan,145850,551,0.1776,0.1635,0.7508
SDN,Sudan,145851,551,0.2532,0.2257,0.9692
SDN,Sudan,145852,551,0.1257,0.1184,0.3548
SDN,Sudan,145853,551,0.4571,0.3764,0.9999
SDN,Sudan,145854,551,2.472,1.2447,1.0
SDN,Sudan,145855,551,0.3592,0.3069,0.9985
SDN,Sudan,145856,551,3.3447,1.469,1.0
SDN,Sudan,145857,551,0.3067,0.2675,0.9935
SDN,Sudan,145858,551,0.2086,0.1895,0.8893
SDN,Sudan,145859,551,1.1025,0.7431,1.0
SDN,Sudan,145860,551,4.1248,1.6341,1.0
SDN,Sudan,145861,551,0.7207,0.5428,1.0
SDN,Sudan,145862,551,0.1591,0.1476,0.6236
SDN,Sudan,145863,551,0.1193,0.1127,0.3076
SDN,Sudan,145864,551,0.0609,0.0591,0.0555
SDN,Sudan,145865,551,0.0808,0.0777,0.1059
SDN,Sudan,145867,551,0.1029,0.0979,0.2027
SDN,Sudan,145868,551,0.0594,0.0577,0.0528
SDN,Sudan,145869,551,0.0557,0.0542,0.0466
SDN,Sudan,145870,551,0.0713,0.0689,0.0783
SDN,Sudan,146566,551,0.0631,0.0612,0.0598
SDN,Sudan,146567,551,0.0614,0.0596,0.0565
SDN,Sudan,146568,551,0.1072,0.1018,0.2275
SDN,Sudan,146569,551,0.1271,0.1197,0.3661
SDN,Sudan,146570,551,0.4855,0.3957,0.9999
SDN,Sudan,146571,551,2.4537,1.2394,1.0
SDN,Sudan,146572,551,0.2139,0.1938,0.9045
SDN,Sudan,146573,551,0.1209,0.1141,0.3187
SDN,Sudan,146574,551,0.2277,0.2051,0.9355
SDN,Sudan,146575,551,0.1726,0.1593,0.7199
SDN,Sudan,146576,551,0.3292,0.2846,0.9966
SDN,Sudan,146577,551,1.9617,1.0858,1.0
SDN,Sudan,146578,551,0.2466,0.2204,0.9627
SDN,Sudan,146579,551,0.3463,0.2974,0.9979
SDN,Sudan,146580,551,0.4555,0.3753,0.9999
SDN,Sudan,146581,551,1.17,0.7747,1.0
SDN,Sudan,146582,551,0.3324,0.287,0.9969
SDN,Sudan,146583,551,0.1526,0.142,0.5726
SDN,Sudan,146584,551,0.0807,0.0776,0.1054
SDN,Sudan,146585,551,0.1809,0.1663,0.7704
SDN,Sudan,146587,551,0.4586,0.3775,0.9999
SDN,Sudan,146588,551,0.0769,0.0741,0.0938
SDN,Sudan,146589,551,0.0541,0.0527,0.0441
SDN,Sudan,146590,551,0.0459,0.0449,0.0332
SDN,Sudan,147286,551,0.1304,0.1225,0.3913
SDN,Sudan,147287,551,0.1569,0.1458,0.607
SDN,Sudan,147288,551,0.137,0.1284,0.4451
SDN,Sudan,147289,551,0.4266,0.3553,0.9998
SDN,Sudan,147290,551,24.3789,3.2339,1.0
SDN,Sudan,147291,551,0.5322,0.4267,1.0
SDN,Sudan,147292,551,1.5322,0.9291,1.0
SDN,Sudan,147293,551,0.1833,0.1683,0.7834
SDN,Sudan,147294,551,0.6365,0.4926,1.0
SDN,Sudan,147295,551,0.6136,0.4785,1.0
SDN,Sudan,147296,551,0.131,0.1231,0.3968
SDN,Sudan,147297,551,0.946,0.6658,1.0
SDN,Sudan,147298,551,1.5419,0.9329,1.0
SDN,Sudan,147299,551,8.121,2.2106,1.0
SDN,Sudan,147300,551,5.8806,1.9287,1.0
SDN,Sudan,147301,551,0.4925,0.4005,1.0
SDN,Sudan,147302,551,0.9837,0.6849,1.0
SDN,Sudan,147303,551,0.7064,0.5344,1.0
SDN,Sudan,147304,551,0.1098,0.1041,0.2431
SDN,Sudan,147305,551,0.0741,0.0715,0.0857
SDN,Sudan,147306,551,0.0569,0.0553,0.0485
SDN,Sudan,147307,551,0.0693,0.067,0.0733
SDN,Sudan,147308,551,0.0812,0.078,0.1071
SDN,Sudan,147309,551,0.0779,0.075,0.0966
SDN,Sudan,147310,551,0.0454,0.0444,0.0326
SDN,Sudan,147311,551,0.0844,0.081,0.1183
SDN,Sudan,148005,551,0.1273,0.1199,0.3676
SDN,Sudan,148006,551,0.2004,0.1827,0.8615
SDN,Sudan,148007,551,1.8297,1.0402,1.0
SDN,Sudan,148008,551,0.2485,0.222,0.9648
SDN,Sudan,148009,551,1.2472,0.8097,1.0
SDN,Sudan,148010,551,13.3769,2.6656,1.0
SDN,Sudan,148011,551,0.5836,0.4597,1.0
SDN,Sudan,148012,551,1.832,1.041,1.0
SDN,Sudan,148013,551,0.2895,0.2543,0.9893
SDN,Sudan,148014,551,0.3225,0.2795,0.9959
SDN,Sudan,148015,551,0.1578,0.1465,0.6136
SDN,Sudan,148016,551,0.1867,0.1712,0.8012
SDN,Sudan,148017,551,0.3627,0.3095,0.9987
SDN,Sudan,148018,551,0.413,0.3457,0.9997
SDN,Sudan,148019,551,7.2318,2.108,1.0
SDN,Sudan,148020,551,2.9647,1.3774,1.0
SDN,Sudan,148021,551,11.9056,2.5577,1.0
SDN,Sudan,148022,551,4.2259,1.6536,1.0
SDN,Sudan,148023,551,3.5881,1.5235,1.0
SDN,Sudan,148024,551,1.437,0.8908,1.0
SDN,Sudan,148025,551,0.1055,0.1003,0.2175
SDN,Sudan,148026,551,0.1704,0.1573,0.705
SDN,Sudan,148027,551,0.1014,0.0966,0.1946
SDN,Sudan,148028,551,0.3041,0.2655,0.993
SDN,Sudan,148029,551,0.0814,0.0783,0.108
SDN,Sudan,148030,551,0.115,0.1088,0.2772
SDN,Sudan,148031,551,0.1844,0.1692,0.789
SDN,Sudan,148032,551,1.8302,1.0403,1.0
SDN,Sudan,148725,551,1.5532,0.9373,1.0
SDN,Sudan,148726,551,0.2871,0.2524,0.9885
SDN,Sudan,148727,551,0.9084,0.6463,1.0
SDN,Sudan,148728,551,0.1904,0.1743,0.8192
SDN,Sudan,148729,551,0.8648,0.6231,1.0
SDN,Sudan,148730,551,0.6495,0.5005,1.0
SDN,Sudan,148731,551,3.9252,1.5944,1.0
SDN,Sudan,148732,551,2.1047,1.1329,1.0
SDN,Sudan,148733,551,0.3976,0.3347,0.9995
SDN,Sudan,148734,551,4.7403,1.7475,1.0
SDN,Sudan,148735,551,0.3174,0.2757,0.9952
SDN,Sudan,148736,551,0.7742,0.5733,1.0
SDN,Sudan,148737,551,0.185,0.1697,0.7924
SDN,Sudan,148738,551,0.2515,0.2244,0.9677
SDN,Sudan,148739,551,4.3841,1.6834,1.0
SDN,Sudan,148740,551,4.9342,1.7807,1.0
SDN,Sudan,148741,551,7.4737,2.137,1.0
SDN,Sudan,148742,551,0.4501,0.3716,0.9999
SDN,Sudan,148743,551,0.2084,0.1893,0.8887
SDN,Sudan,148744,551,1.9717,1.0891,1.0
SDN,Sudan,148745,551,0.1761,0.1622,0.742
SDN,Sudan,148746,551,0.5893,0.4633,1.0
SDN,Sudan,148747,551,0.6649,0.5098,1.0
SDN,Sudan,148748,551,0.4474,0.3698,0.9999
SDN,Sudan,148749,551,0.457,0.3764,0.9999
SDN,Sudan,148750,551,0.1065,0.1012,0.2236
SDN,Sudan,148751,551,0.1086,0.1031,0.2357
SDN,Sudan,148752,551,0.1866,0.1711,0.8009
SDN,Sudan,149445,551,0.4443,0.3676,0.9999
SDN,Sudan,149446,551,0.3759,0.3191,0.9991
SDN,Sudan,149447,551,0.1471,0.1373,0.5285
SDN,Sudan,149448,551,1.1268,0.7546,1.0
SDN,Sudan,149449,551,2.0113,1.1024,1.0
SDN,Sudan,149450,551,1.6981,0.9926,1.0
SDN,Sudan,149451,551,25.3187,3.2703,1.0
SDN,Sudan,149452,551,0.7878,0.581,1.0
SDN,Sudan,149453,551,2.4714,1.2446,1.0
SDN,Sudan,149454,551,1.7895,1.0259,1.0
SDN,Sudan,149455,551,0.1762,0.1623,0.7421
SDN,Sudan,149456,551,0.1554,0.1445,0.5952
SDN,Sudan,149457,551,0.0882,0.0846,0.1331
SDN,Sudan,149458,551,0.1152,0.109,0.2784
SDN,Sudan,149459,551,0.3217,0.2789,0.9958
SDN,Sudan,149460,551,3.6985,1.5472,1.0
SDN,Sudan,149461,551,10.7284,2.462,1.0
SDN,Sudan,149462,551,0.3526,0.302,0.9982
SDN,Sudan,149463,551,0.4571,0.3764,0.9999
SDN,Sudan,149464,551,0.1668,0.1543,0.6807
SDN,Sudan,149465,551,0.088,0.0844,0.1322
SDN,Sudan,149466,551,0.1298,0.122,0.3868
SDN,Sudan,149467,551,0.2483,0.2218,0.9646
SDN,Sudan,149468,551,1.2653,0.8177,1.0
SDN,Sudan,149469,551,0.1064,0.1011,0.2228
SDN,Sudan,149470,551,0.0836,0.0803,0.1154
SDN,Sudan,149471,551,0.6119,0.4774,1.0
SDN,Sudan,149472,551,0.2483,0.2218,0.9646
SDN,Sudan,149473,551,1.343,0.8515,1.0
SDN,Sudan,150166,551,0.5229,0.4206,1.0
SDN,Sudan,150167,551,0.138,0.1293,0.4533
SDN,Sudan,150168,551,0.1673,0.1547,0.6841
SDN,Sudan,150169,551,0.5115,0.4131,1.0
SDN,Sudan,150170,551,6.261,1.9825,1.0
SDN,Sudan,150171,551,0.7699,0.5709,1.0
SDN,Sudan,150172,551,12.9817,2.6377,1.0
SDN,Sudan,150173,551,0.41,0.3436,0.9996
SDN,Sudan,150174,551,0.2208,0.1995,0.9214
SDN,Sudan,150175,551,0.1762,0.1623,0.7423
SDN,Sudan,150176,551,0.9287,0.6569,1.0
SDN,Sudan,150177,551,0.1334,0.1252,0.416
SDN,Sudan,150178,551,0.0667,0.0646,0.0674
SDN,Sudan,150179,551,0.1002,0.0955,0.1879
SDN,Sudan,150180,551,0.2806,0.2473,0.9862
SDN,Sudan,150181,551,0.3583,0.3063,0.9985
SDN,Sudan,150182,551,0.2281,0.2055,0.9363
SDN,Sudan,150183,551,1.6435,0.9721,1.0
SDN,Sudan,150184,551,0.4195,0.3503,0.9997
SDN,Sudan,150185,551,0.0978,0.0933,0.176
SDN,Sudan,150186,551,0.291,0.2554,0.9898
SDN,Sudan,150187,551,1.8783,1.0572,1.0
SDN,Sudan,150188,551,1.341,0.8506,1.0
SDN,Sudan,150189,551,0.1037,0.0987,0.2071
SDN,Sudan,150190,551,0.0647,0.0627,0.0631
SDN,Sudan,150191,551,0.0999,0.0952,0.1866
SDN,Sudan,150192,551,0.1102,0.1046,0.246
SDN,Sudan,150193,551,0.4117,0.3448,0.9996
SDN,Sudan,150886,551,0.1148,0.1087,0.2761
SDN,Sudan,150887,551,0.0854,0.082,0.1223
SDN,Sudan,150888,551,0.113,0.1071,0.264
SDN,Sudan,150889,551,0.2374,0.213,0.9514
SDN,Sudan,150890,551,2.3845,1.2192,1.0
SDN,Sudan,150891,551,1.029,0.7076,1.0
SDN,Sudan,150892,551,0.4069,0.3414,0.9996
SDN,Sudan,150893,551,0.2478,0.2213,0.964
SDN,Sudan,150894,551,0.1534,0.1427,0.5789
SDN,Sudan,150895,551,0.2,0.1823,0.8599
SDN,Sudan,150896,551,1.0327,0.7093,1.0
SDN,Sudan,150897,551,0.1474,0.1375,0.531
SDN,Sudan,150898,551,0.0436,0.0426,0.0306
SDN,Sudan,150899,551,0.0529,0.0515,0.0422
SDN,Sudan,150900,551,0.0763,0.0736,0.092
SDN,Sudan,150901,551,0.0852,0.0818,0.1213
SDN,Sudan,150902,551,0.1042,0.0992,0.2102
SDN,Sudan,150903,551,0.2189,0.1979,0.9171
SDN,Sudan,150904,551,1.1639,0.7719,1.0
SDN,Sudan,150905,551,1.4057,0.8778,1.0
SDN,Sudan,150906,551,1.1976,0.7873,1.0
SDN,Sudan,150907,551,5.6373,1.8927,1.0
SDN,Sudan,150908,551,0.5084,0.4111,1.0
SDN,Sudan,150909,551,0.0881,0.0845,0.1326
SDN,Sudan,150910,551,0.0601,0.0584,0.0541
SDN,Sudan,150911,551,0.0566,0.0551,0.0481
SDN,Sudan,150912,551,0.0664,0.0643,0.0667
SDN,Sudan,150913,551,0.1221,0.1152,0.3276
SDN,Sudan,151607,551,0.0618,0.0599,0.0571
SDN,Sudan,151608,551,0.0873,0.0837,0.1294
SDN,Sudan,151609,551,0.3811,0.3229,0.9992
SDN,Sudan,151610,551,9.9921,2.3972,1.0
SDN,Sudan,151611,551,0.3856,0.3262,0.9993
SDN,Sudan,151612,551,0.2247,0.2027,0.9299
SDN,Sudan,151613,551,1.985,1.0936,1.0
SDN,Sudan,151614,551,0.1626,0.1507,0.6502
SDN,Sudan,151615,551,0.084,0.0806,0.1169
SDN,Sudan,151616,551,0.1269,0.1195,0.3645
SDN,Sudan,151617,551,0.0527,0.0513,0.0419
SDN,Sudan,151618,551,0.0359,0.0353,0.0234
SDN,Sudan,151619,551,0.0309,0.0305,0.0195
SDN,Sudan,151620,551,0.0287,0.0283,0.0181
SDN,Sudan,151621,551,0.0271,0.0267,0.017
SDN,Sudan,151622,551,0.0421,0.0412,0.029
SDN,Sudan,151623,551,0.2824,0.2487,0.9869
SDN,Sudan,151624,551,2.7749,1.3284,1.0
SDN,Sudan,151625,551,0.5537,0.4406,1.0
SDN,Sudan,151626,551,2.8957,1.3599,1.0
SDN,Sudan,151627,551,2.5484,1.2665,1.0
SDN,Sudan,151628,551,0.1942,0.1775,0.8362
SDN,Sudan,151629,551,0.0716,0.0691,0.079
SDN,Sudan,151630,551,0.0602,0.0585,0.0542
SDN,Sudan,151631,551,0.0244,0.0241,0.0154
SDN,Sudan,151632,551,0.0324,0.0319,0.0206
SDN,Sudan,151633,551,0.0641,0.0622,0.0618
SDN,Sudan,152329,551,0.1629,0.1509,0.6525
SDN,Sudan,152330,551,0.3442,0.2958,0.9978
SDN,Sudan,152331,551,0.2066,0.1878,0.8829
SDN,Sudan,152332,551,0.1209,0.1141,0.3186
SDN,Sudan,152333,551,0.1382,0.1294,0.4547
SDN,Sudan,152334,551,0.0798,0.0767,0.1025
SDN,Sudan,152335,551,0.0484,0.0473,0.0363
SDN,Sudan,152336,551,0.04,0.0392,0.027
SDN,Sudan,152337,551,0.032,0.0315,0.0203
SDN,Sudan,152338,551,0.0294,0.029,0.0185
SDN,Sudan,152339,551,0.0219,0.0216,0.0141
SDN,Sudan,152340,551,0.0169,0.0168,0.0117
SDN,Sudan,152341,551,0.0279,0.0275,0.0175
SDN,Sudan,152342,551,0.0376,0.0369,0.0248
SDN,Sudan,152343,551,0.0972,0.0928,0.173
SDN,Sudan,152344,551,0.319,0.2769,0.9954
SDN,Sudan,152345,551,4.412,1.6886,1.0
SDN,Sudan,152346,551,11.6997,2.5416,1.0
SDN,Sudan,152347,551,1.5303,0.9283,1.0
SDN,Sudan,152348,551,1.9752,1.0903,1.0
SDN,Sudan,152349,551,0.1191,0.1126,0.3062
SDN,Sudan,152350,551,0.0414,0.0406,0.0284
SDN,Sudan,152351,551,0.0222,0.022,0.0143
SDN,Sudan,152352,551,0.0288,0.0284,0.0181
SDN,Sudan,152353,551,0.0329,0.0324,0.021
SDN,Sudan,153049,551,0.0665,0.0644,0.0669
SDN,Sudan,153050,551,0.1759,0.162,0.7403
SDN,Sudan,153051,551,1.5672,0.9428,1.0
